time_points	0	10	20	30	40	50	60	70	80	90	100	110	120	130	140	150	160	170	180	190	200	210	220	230
CNAG_03923	4.92	14.255	6.714	4.69	6.804	9.111	9.73	10.94	7.992	7.584	7.461	7.655	7.79	7.642	7.604	7.485	5.044	5.574	5.93	6.382	7.037	7.14	6.807	6.314
CNAG_03924	12.977	5.805	4.911	14.034	15.849	11.809	9.89	7.84	9.933	11.273	14.12	17.316	17.928	17.208	17.372	17.394	23.72	22.857	22.517	25.005	25.312	22.054	21.082	19.295
CNAG_03925	7.461	13.634	20.428	22.297	17.563	15.641	15.739	15.123	14.437	16.851	18.103	17.423	17.432	14.752	15.581	18.36	15.31	15.64	16.632	16.207	14.887	14.456	15.776	18.308
CNAG_03926	75.637	170.98	296.356	225.426	154.479	181.792	221.944	242.014	153.519	136.262	146.622	129.05	118.997	133.943	126.78	133.491	113.981	116.155	112.171	120.179	122.669	115.916	120.044	120.716
CNAG_03927	48.386	45.264	89.363	72.913	61.27	79.529	87.577	67.954	62.473	77.007	111.326	97.121	95.51	80.933	86.266	99.015	95.3	97.236	97.079	95.352	88.714	82.91	77.675	85.712
CNAG_03928	63.438	46.653	43.337	37.475	27.762	18.241	17.739	19.761	27.434	35.309	40.767	39.374	32.427	36.715	36.384	32.536	32.161	33.837	34.065	35.076	32.382	33.418	34.09	35.525
CNAG_03929	15.936	28.396	22.752	22.157	12.479	11.253	11.905	16.301	15.676	16.93	13.037	13.724	11.333	11.782	11.467	14.009	13.187	11.838	12.465	13.332	13.459	12.999	14.324	14.561
CNAG_03930	10.576	15.265	5.841	14.005	16.637	19.035	18.434	33.797	24.175	21.282	20.271	16.816	16.391	18.22	18.414	20.425	20.818	18.828	16.281	15.327	16.414	18.459	17.639	15.568
CNAG_03931	365.562	401.499	415.676	228.197	326.104	489.688	664.703	687.365	647.27	555.085	423.237	461.334	518.519	588.078	573.587	460.343	461.52	453.35	445.851	473.155	474.693	482.078	453.507	422.104
CNAG_03932	4.302	3.771	2.959	5.278	4.421	5.373	4.032	5.127	5.078	4.741	4.511	4.799	4.572	4.522	4.814	5.384	3.791	4.489	4.464	3.963	4.309	4.095	4.461	4.594
CNAG_03933	14.89	16.85	46.541	29.571	19.201	14.364	11.582	9.169	8.701	12.196	14.705	14.211	13.214	13.489	12.308	14.606	14.975	14.148	14.892	13.741	13.853	12.282	13.122	13.899
CNAG_03934	1.131	1.064	1.026	1.024	1.02	1.02	1.02	1.02	1.019	1.068	1.102	1.06	1.115	1.087	1.168	1.174	1.132	1.108	1.188	1.054	1.048	1.121	1.127	1.137
CNAG_03935	69.721	38.462	4.605	2.142	2.895	4.615	7.349	11.028	17.442	22.181	22.054	21.028	24.785	28.871	29.773	30.37	27.468	26.518	28.941	28.914	28.389	29.181	37.071	32.831
CNAG_03936	82.553	111.845	139.862	75.917	85.411	83.027	98.335	93.839	101.343	122.762	126.549	148.246	174.587	174.623	210.735	167.372	225.882	224.961	207.028	207.34	192.708	191.712	194.208	190.587
CNAG_03937	231.054	79.832	20.628	2.707	1.788	1.698	2.346	9.114	26.746	38.636	41.264	40.28	31.722	34.707	48.086	63.67	67.089	65.093	62.282	56.429	51.821	58.578	71.826	91.455
CNAG_03938	2.798	1.796	3.142	2.42	1.883	1.455	1.436	1.345	1.711	1.694	1.621	1.576	1.622	1.427	1.372	1.663	1.91	1.715	1.72	1.532	1.541	1.507	1.895	1.619
CNAG_03939	23.927	42.395	39.914	30.921	46.204	55.105	57.677	73.134	89.387	80.113	55.944	55.058	69.003	67.081	66.031	43.939	46.616	41.816	36.243	38.976	34.393	35.472	39.777	37.701
CNAG_03940	53.881	157.371	135.894	85.993	79.496	111.291	129.052	100.796	71.106	74.324	77.688	79.483	70.507	76.112	65.752	67.156	56.322	52.388	57.597	59.161	59.863	58.28	56.766	53.574
CNAG_03941	428.276	227.451	311.387	288.314	199.58	171.712	182.179	178.364	174.2	228.029	303.02	342.73	304.174	316.432	285.356	307.172	275.014	273.901	283.002	284.209	271.941	271.571	251.713	273.305
CNAG_03942	12.738	10.061	5.365	8.382	12.438	17.011	16.634	18.612	20.024	17.823	14.626	14.722	15.696	16.084	16.123	13.819	14.542	14.375	13.783	15.547	16.512	15.048	16.971	15.274
CNAG_03944	93.876	205.483	348.587	259.218	352.41	541.776	708.362	715.551	572.082	488.224	395.13	414.832	517.544	584.645	554.84	389.215	339.119	302.61	299.196	325.198	342.516	361.92	342.948	295.672
CNAG_03945	9.74	8.681	21.624	47.858	52.449	39.095	36.303	19.916	22.024	35.905	41.285	42.806	43.564	36.771	30.286	26.898	34.669	38.592	35.095	32.354	30.095	29.404	28.628	30.177
CNAG_03946	18.76	6.393	1.444	1.151	1.208	1.779	2.102	4.096	6.663	7.048	6.957	6.854	8.164	10.338	11.155	11.463	11.661	9.586	11.683	10.117	11.341	12.938	14.234	14.433
CNAG_03948	65.714	68.879	79.292	126.07	239.439	211.996	209.171	172.034	144.486	169.747	178.253	229.089	269.408	252.177	250.823	172.829	226.177	231.767	228.919	231.626	219.163	216.032	206.192	203.201
CNAG_03949	25.249	51.373	215.008	271.209	228.637	180.131	176.794	127.563	77.474	94.405	137.638	160.904	139.944	132.836	109.694	119.23	113.922	129.66	127.622	135.356	120.032	113.435	110.62	115.788
CNAG_03950	28.019	38.391	44.083	41.347	42.474	50.674	59.496	59.797	52.607	47.161	43.383	40.813	44.989	49.891	46.116	44.133	39.471	39.343	42.322	43.649	41.619	41.255	43.533	40.37
CNAG_03951	56.721	431.269	2169.54	1665.86	847.008	737.648	854.994	1093.51	676.842	559.515	512.407	406.724	355.849	360.728	396.801	464.942	384.791	348.455	355.493	344.422	325.309	331.56	337.726	342.753
CNAG_03952	185.59	231.556	462.924	302.71	224.449	197.872	211.31	265.961	181.372	153.502	161.277	168.359	161.015	177.564	168.628	219.786	202.629	196.472	210.03	212.784	219.574	227.083	221.22	220.08
CNAG_03953	11.971	34.561	34.468	39.08	48.986	75.188	77.981	73.544	50.103	45.225	41.37	43.152	41.947	46.237	44.164	43.948	36.719	36.093	31.557	34.76	37.576	35.553	34.584	33.394
CNAG_03954	40.737	111.591	38.509	25.626	33.355	53.938	61.273	65.014	40.018	36.406	35.991	31.447	36.845	31.936	34.6	38.554	28.061	25.361	27.148	27.783	31.996	33.189	29.608	27.775
CNAG_03955	10.66	26.333	25.405	14.281	11.166	13.825	15.087	13.062	12.575	11.461	10.616	10.146	10.564	10.58	10.982	10.63	9.5	8.211	8.938	9.507	11.26	10.982	9.669	9.74
CNAG_03956	22.718	71.516	45.652	18.606	10.178	14.808	20.746	36.089	34.613	28.431	23.778	20.747	24.111	23.43	30.482	29.745	20.154	17.671	17.547	19.593	20.36	21.179	24.247	21.47
CNAG_03957	403.613	377.642	505.685	283.116	180.904	165.285	176.331	163.637	138.36	189.329	273.136	278.134	239.84	269.035	247.324	278.201	242.529	233.093	234.681	252.812	243.345	238.549	243.418	252.161
CNAG_03958	49.172	6.522	1.201	1.369	2.994	1.886	1.931	2.946	6.326	6.59	8.596	9.423	11.274	9.365	11.547	16.495	15.373	16.017	17.824	17.708	17.106	19.952	20.642	21.857
CNAG_03959	221.921	174.329	153.423	47.989	48.413	68.274	84.169	96.481	99.596	139.538	195.903	231.019	262.91	267.567	309.781	281.37	311.641	306.734	316.944	309.287	304.043	295.183	303.579	321.069
CNAG_03960	28.803	25.28	17.509	17.514	19.885	26.468	31.951	23.986	15.74	16.35	16.276	19.521	20.736	22.418	20.369	20.653	17.229	18.391	20.889	23.352	22.303	22.577	21.159	19.537
CNAG_03961	27.829	85.693	149.214	115.271	101.157	117.059	141.285	124.369	83.209	83.032	97.193	106.9	98.422	100.359	95.008	95.819	96.135	90.826	86.911	87.963	91.867	86.135	80.588	76.729
CNAG_03962	19.044	68.606	32.428	13.237	25.629	43.368	58.584	53.483	33.087	27.086	22.622	25.402	29.53	35.878	34.072	23.694	18.856	16.974	18.998	24.798	26.044	28.954	24.955	22.739
CNAG_03963	25.762	29.015	26.159	25.275	21.871	23.202	23.415	23.489	21.098	19.116	19.363	23.112	18.863	18.123	16.159	21.452	19.643	18.604	19.607	17.121	19.063	18.481	18.489	17.248
CNAG_03964	15.587	78.459	48.679	33.339	54.838	78.25	82.772	73.46	62.986	42.348	29.915	32.063	44.375	40.947	42.115	31.233	34.856	33.081	30.415	34.479	35.624	33.718	33.663	30.023
CNAG_03965	54.823	65.745	56.835	50.269	55.285	62.646	71.997	86.324	85.089	74.625	77.892	79.585	74.517	83.528	78.932	76.776	78.022	77.298	74.482	73.95	80.125	79.219	71.277	78.905
CNAG_03966	2.565	6.962	28.344	59.462	29.586	11.602	8.746	4.33	5.844	13.668	16.692	13.995	10.097	8.563	8.137	8.71	12.251	13.355	12.34	10.428	8.702	9.558	10.677	12.913
CNAG_03967	59.81	7.992	6.364	17.524	16.616	16.576	21.301	26.37	29.838	32.868	40.7	40.703	42.701	42.57	41.618	50.169	43.943	44.745	47.724	46.41	52.707	49.046	54.243	54.27
CNAG_03968	31.055	53.458	34.748	80.746	96.79	101.164	117.797	157.527	119.593	103.089	106.323	94.589	113.162	106.317	115.709	118.267	96.982	91.879	95.685	91.096	98.813	100.328	100.885	94.29
CNAG_03971	1	1	1	1	1	1	1	1	1	1.277	1.28	1.242	1	1.279	1	1	1	1	1	1	1	1	1	1
CNAG_03972	1	1	1	1	1	1	1	1	1	1	1	1.293	1	1	1	1	1	1.337	1	1	1	1	1	1
CNAG_03973	14.675	13.338	8.783	9.788	9.631	17.842	25.786	16.802	13.71	12.344	11.64	12.059	12.039	11.85	10.73	11.178	11.443	10.6	10.368	11.499	13.307	13.038	11.43	12.011
CNAG_03974	97.352	109.87	132.121	65.014	23.166	11.689	10.66	13.127	10.963	9.881	12.828	12.367	16.954	19.52	20.493	24.974	21.552	19.792	23.304	25.566	24.332	28.641	29.812	27.702
CNAG_03975	42.966	235.698	445.641	242.964	194.926	269.924	357.108	319.945	195.536	147.927	121.57	118.601	127.503	151.231	135.782	125.244	97.778	94.868	93.857	97.467	107.179	105.828	101.667	88.891
CNAG_03976	11.304	8.503	13.427	21.319	30.165	28.947	28.958	27.392	34.369	40.967	45.682	46.415	41.072	38.165	38.463	33.959	42.308	42.303	43.047	40.866	36.933	37.749	40.239	37.311
CNAG_03977	1.917	3.375	9.763	39.118	23.75	10.789	6.592	4.257	5.288	8.568	14.812	12.345	10.845	8.653	7.359	9.735	11.94	12.74	11.998	10.266	9.623	8.676	9.658	10.024
CNAG_03978	14.76	2.867	11.811	12.933	13.359	9.003	6.628	9.415	12.736	14.799	15.766	15.771	15.066	13.174	15.103	13.134	15.445	16.926	17.183	17.159	15.295	15.134	13.847	15.164
CNAG_03979	34.257	59.504	75.163	51.783	38.467	45.035	37.847	35.827	30.703	31.152	39.845	36.881	35.244	29.573	31.905	36.218	33.273	33.631	35.092	36.305	33.859	32.499	30.568	34.036
CNAG_03980	2.205	2.031	2.396	1.932	1.305	1.124	1.12	1	1.459	1.769	2.136	2.173	1.865	2.151	2.124	2.444	3.102	3.649	3.146	3.088	2.339	3.24	2.919	3.73
CNAG_03981	13.512	13.264	17.127	18.276	16.457	12.754	12.102	11.021	14.856	17.381	15.586	15.56	16.051	14.47	14.955	15.123	17.31	16.455	13.548	13.231	13.652	14.275	13.702	14.131
CNAG_03982	29.849	43.566	53.703	80.753	77.151	73.718	84.4	63.836	53.595	60.232	67.298	63.239	65.164	65.037	62.264	67.933	61.008	59.418	66.303	62.556	55.402	55.501	56.564	53.276
CNAG_03983	627.927	561.145	332.918	39.659	6.2	4.119	4.84	6.837	14.74	33.701	70.778	118.093	150.177	184.502	237.91	274.458	366.655	396.369	405.042	414.437	396.496	382.118	383.561	396.912
CNAG_03984	46.011	44.661	62.882	45.081	26.32	21.654	24.723	25.921	21.569	23.3	31.012	32.66	33.028	33.795	39.36	42.416	43.104	37.244	40.512	39.935	38.569	39.825	39.302	41.494
CNAG_03985	187.502	182.68	565.988	394.566	310.026	274.791	329.538	327.025	256.034	282.626	380.35	407.582	388.153	394.492	404.717	359.255	418.102	400.51	391.829	398.279	371.863	356.948	351.612	381.922
CNAG_03986	87.926	171.008	267.251	230.769	226.787	246.374	273.759	279.905	212.251	217.501	239.858	242.625	210.28	226.801	233.928	208.289	183.504	183.896	182.108	193.743	188.936	183.876	179.699	180.186
CNAG_03987	121.604	31.943	8.57	5.563	9.46	21.928	30.705	38.747	46.725	46.811	47.847	51.1	52.398	60.238	62.439	63.881	57.777	54.346	57.531	57.416	55.057	58.261	61.302	61.36
CNAG_03988	20.764	3.934	3.412	6.036	5.071	4.005	2.772	3.089	4.016	5.972	7.023	7.355	7.624	7.631	6.321	7.622	7.723	8.194	8.056	7.779	7.616	8.126	7.279	8.038
CNAG_03989	23.316	10.429	26.176	33.356	25.171	17.538	11.714	9.126	10.132	15.371	21.394	19.94	16.681	15.707	13.811	15.167	17.029	18.127	17.988	16.921	14.908	13.71	16.515	16.029
CNAG_03990	4.435	1.985	1.638	1.922	1.506	1.51	1.913	2.268	1.738	1.965	1.609	2.007	2.222	1.801	1.863	2.081	2.538	2.141	1.905	2.096	2.241	2.468	1.904	2.959
CNAG_03991	132.566	44.084	2.49	1.086	1.258	1.074	1.427	2.247	4.67	5.415	7.072	7.748	11.053	11.998	12.331	16.552	14.932	16.309	18.993	18.988	19.556	22.161	25.725	25.95
CNAG_03992	15.837	1.746	1.07	1.128	1.165	1.387	1.477	2.974	3.471	2.851	3.766	3.345	3.574	4.324	3.775	5.407	3.986	3.176	4.457	3.748	4.349	5.267	5.596	4.616
CNAG_03993	8.796	63.31	114.161	115.988	100.11	62.231	55.806	40.35	48.158	66.459	80.183	66.233	64.045	52.649	53.736	53.612	69.896	69.099	58.546	53.891	52.778	49.382	53.653	56.755
CNAG_03994	29.421	10.976	4.967	3.896	7.285	8.583	8.446	8.729	13.585	14.895	15.769	16.996	19.545	16.287	19.448	18.942	18.473	19.269	19.927	20.712	19.697	21.299	19.677	20.083
CNAG_03995	19.029	20.271	17.106	2.577	2.951	1.296	1.666	1.765	6.15	6.46	3.881	4.365	10.265	7.156	12.828	4.469	18.185	16.433	14.803	17.257	20.146	21.505	19.991	19.659
CNAG_03996	59.202	44.056	19.344	26.87	51.718	73.227	110.274	120.448	111.695	89.357	61.187	60.473	74.253	85.163	89.121	61.288	69.837	64.042	61.568	69.386	73.498	81.301	76.252	70.45
CNAG_03997	3.147	3.203	3.46	4.428	4.055	3.969	3.599	4.167	3.153	2.929	4.19	4.241	4.079	3.693	3.465	3.55	4.173	3.868	3.817	3.442	4.577	3.902	3.429	3.337
CNAG_03998	6.046	3.529	4.063	7.124	7.927	5.464	5.337	8.017	10.508	10.496	9.724	9.764	9.907	9.066	8.729	9.309	9.768	10.731	9.219	9.005	9.144	8.797	9.119	10.128
CNAG_03999	136.75	149.65	220.483	79.856	33.337	10.791	10.149	6.076	6.565	6.297	5.81	7.227	9.795	10.19	10.634	12.127	14.074	16.204	14.878	16.083	17.704	16.526	18.467	17.918
CNAG_04000	30.239	42.653	73.365	49.268	50.123	64.711	70.253	67.116	51.146	49.163	47.475	45.707	47.764	46.295	44.813	46.368	44.752	42.456	42.748	42.313	43.539	45.872	42.759	40.277
CNAG_04001	205.097	106.985	122.023	103.262	78.154	74.875	83.807	107.964	103.661	120.04	149.985	145.651	137.604	137.499	137.569	158.215	127.802	130.227	140.558	138.751	139.978	138.14	139.574	136.166
CNAG_04002	120.138	61.612	82.979	104.982	80.64	60.956	61.554	63.364	58.742	76.27	103.28	103.058	88.264	88.651	91.954	104.906	95.935	97.96	110.925	108.282	102.829	94.664	100.549	106.766
CNAG_04003	14.849	11.819	12.043	10.614	10.539	10.753	10.77	10.494	8.931	8.853	8.297	9.56	7.693	8.734	8.441	9.255	9.255	8.733	9.13	9.24	9.823	9.995	9.831	10.716
CNAG_04004	2026.96	3464.05	5893.01	5623.04	5214.13	5138.42	5836.51	8345.32	7210.76	6029.32	5445.1	4839.93	4920.99	5543.15	5535.15	5253.8	5396.91	5147.65	5074.46	4908.23	4689.61	4835.29	5250.71	5215.52
CNAG_04005	34.366	43.608	50.525	54.763	54.049	61.792	67.231	56.839	49.74	51.997	52.279	52.654	53.768	58.742	54.121	54.426	46.335	46.912	49.096	52.402	50.576	47.985	51.345	48.504
CNAG_04006	1.514	1.137	1.083	1.308	1.066	1.083	1.158	1.111	1.046	1.068	1.069	1.06	1.081	1.07	1.151	1.071	1.077	1.058	1.138	1.088	1.064	1.154	1.09	1.047
CNAG_04007	1.062	1.035	1	1.039	1.033	1.101	1.097	1	1.031	1.194	1.252	1.318	1.141	1.284	1.214	1.071	1.341	1.411	1.252	1.119	1.052	1.198	1.104	1.225
CNAG_04008	2.803	2.233	2.725	4.696	2.956	2.521	1.57	2.141	3.197	3.669	3.294	3.836	3.287	2.95	2.997	3.05	3.432	3.791	3.44	2.744	3.249	2.879	3.307	3.202
CNAG_04009	293.738	179.562	78.179	26.534	32.978	49.089	64.307	66.112	62.213	72.369	83.409	97.803	104.076	125.477	126.152	109.023	92.534	91.153	103.216	115.072	113.717	115.087	119.09	100.806
CNAG_04010	120.402	135.813	213.075	136.999	123.967	132.154	150.809	119.6	95.672	105.788	107.662	119.996	121.841	128.508	114.363	99.644	100.606	104.007	111.015	105.436	106.436	104.223	98.743	93.592
CNAG_04011	634.305	1256.57	2977.63	2915.57	2832.2	2842.83	3006.88	4295.99	4124.98	3602.25	3014.27	2646.88	2764.3	2745.18	2881.3	2719.2	3187.45	2951.32	2722.69	2545.15	2501.1	2409.31	2578.28	2596.13
CNAG_04012	3.659	2.268	1.43	1.709	2.921	4.246	3.878	3.999	4.485	4.312	4.714	5.517	6.841	6.841	5.704	6.163	5.52	6.674	6.419	6.377	6.398	6.764	7.079	7.003
CNAG_04013	11.479	3.298	2.379	5.588	4.886	4.467	4.039	4.066	4.914	6.7	7.141	7.417	7.55	7.312	7.627	9.293	9.155	9.508	8.961	8.621	9.228	8.997	10.323	10.233
CNAG_04014	224.593	75.918	51.867	64.904	77.989	84.221	107.916	109.956	128.809	149.452	173.877	193.871	178.131	191.126	186.98	178.877	154.54	157.418	162.774	164.379	164.009	165.41	162.9	153.557
CNAG_04015	4.759	4.378	10.178	10.064	4.474	2.847	2.002	2.197	2.151	2.959	2.778	3.981	3.025	2.803	3.124	3.332	4.557	4.441	3.706	3.314	3.495	2.999	3.34	3.46
CNAG_04016	1.65	1.351	1.679	1.626	1.538	1.473	1.292	1.26	1.25	1.112	1.31	1.32	1.544	1.401	1.37	1.311	1.53	1.65	2.013	1.569	1.735	1.77	1.709	1.517
CNAG_04017	523.918	335.057	177.099	16.399	3.329	4.023	4.965	6.604	13.107	29.456	60.808	87.192	89.682	105.172	121.37	142.195	150.666	153.456	168.959	171.434	175.457	170.227	155.233	166.527
CNAG_04018	56.291	50.238	334.497	273.827	85.577	20.217	9.984	7.814	20.301	49.462	74.499	49.473	28.289	25.219	25.08	38.392	35.887	39.513	38.288	31.169	23.691	23.485	32.294	36.417
CNAG_04021	1160.91	2017.68	6873.9	4221.84	5968.32	5443.2	5166.17	5824.54	5839.97	6049.3	4782.75	5173.14	5245.33	5282.51	5381.11	3493.6	5735.64	5464.25	5306.66	5146.83	4775.62	4608.8	4709.43	5135.16
CNAG_04022	9.35	7.036	3.979	5.327	6.559	9.483	12.206	13.83	21.121	19.623	13.466	12.551	18.887	15.835	16.471	15.938	18.401	17.265	17.424	17.093	17.518	18.346	19.371	17.869
CNAG_04023	10.44	12.15	8.528	10.859	12.384	16.867	20.35	19.112	19.428	19.27	16.453	17.925	19.999	20.849	19.935	18.15	17.454	16.78	16.685	17.043	17.871	19.075	19.25	18.494
CNAG_04024	4.8	1.985	11.481	18.683	7.891	3.69	2.818	1.935	2.948	4.222	6.077	5.724	4.363	3.609	3.715	4.637	5.435	5.405	5.469	4.892	4.532	3.928	4.31	5.512
CNAG_04025	25.016	21.324	9.697	2.207	1.83	1.542	1.36	1.361	1.501	1.518	2.185	2.306	2.549	2.237	2.18	1.946	2.347	2.751	2.284	2.517	2.264	2.232	1.875	2.358
CNAG_04026	2.723	22.742	12.536	4.535	3.175	5.495	7.749	11.661	9.042	7.552	5.331	5.898	6.44	7.378	8.392	7.855	4.668	4.476	4.789	5.527	6.587	6.892	7.149	6.734
CNAG_04027	56.234	7.755	9.943	5.298	3.917	3.254	3.469	5.142	5.017	5.726	4.417	5.311	5.218	4.818	4.871	4.301	5.007	4.476	4.352	3.508	4.213	3.826	4.42	4.266
CNAG_04028	631.615	414.771	126.211	58.97	92.257	101.73	120.603	155.309	199.103	219.493	198.746	234.272	281.91	307.555	309.526	242.225	302.087	286.532	296.051	306.967	308.105	311.565	338.898	311.029
CNAG_04029	5.598	10.334	6.444	6.604	5.005	5.244	5.415	4.25	3.57	3.524	3.782	3.587	3.705	3.494	3.913	3.696	4.952	3.918	3.406	3.685	3.656	4.426	4.237	4.186
CNAG_04030	28.763	43.022	105.445	63.928	43.4	38.211	46.85	54.16	50.193	46.94	36.491	33.001	32.4	28.527	34.122	37.855	39.79	38.132	37.107	33.641	34.118	38.518	39.81	33.913
CNAG_04031	39.274	25.148	24.866	27.853	25.281	24.889	19.181	17.886	18.704	19.812	19.593	19.867	18.345	15.722	15.899	17.731	19.53	20.726	19.443	19.395	17.61	17.781	16.198	19.654
CNAG_04032	79.984	62.65	61.316	57.332	66.793	89.621	106.535	113.994	113.773	108.572	89.172	88.262	102.281	109.708	109.35	90.973	91.573	89.137	92.318	95.641	91.399	96.281	91.404	87.234
CNAG_04033	40.306	8.219	1.761	2.78	4.388	8.366	10.32	19.175	27.013	26.863	23.093	22.27	24.849	27.524	29.027	29.792	25.071	23.956	25.568	26.821	27.218	32.561	36.504	31.771
CNAG_04034	2.809	2.301	3.055	2.437	2.241	1.626	2.433	1.757	1.648	1.776	1.719	2.024	1.71	2.323	2.211	1.938	2.506	2.291	2.294	1.83	2.089	1.787	1.97	1.976
CNAG_04035	13.862	38.397	36.091	32.228	32.352	40.177	37.058	36.339	31.752	27.191	26.559	24.384	25.182	24.706	28.258	28.131	24.234	21.968	24.438	23.321	22.649	21.805	22.885	21.798
CNAG_04036	2.102	2.31	2.565	2.468	2.407	3.033	3.327	3.98	3.621	2.308	2.102	2.153	1.912	2.199	2.015	2.257	2.012	1.992	1.849	1.786	1.851	1.829	1.865	2.225
CNAG_04037	86.369	257.639	115.055	108.125	139.719	169.869	177.841	204.601	140.956	98.322	97.312	84.016	100.938	95.97	96.806	107.05	86.289	75.637	80.925	78.221	85.18	92.841	82.027	70.226
CNAG_04038	19.499	6.828	4.547	5.804	7.138	6.084	4.839	4.44	2.636	2.286	4.061	4.685	3.532	4.129	3.646	3.898	4.194	4.257	5.175	4.603	4.65	4.945	4.403	4.554
CNAG_04039	339.663	202.629	138.55	97.61	120.266	148.291	195.284	178.172	151.002	163.872	179.046	182.508	169.077	182.908	152.904	148.984	166.287	163.642	166.021	168.613	169.04	167.469	153.66	164.543
CNAG_04040	21.817	26.346	26.611	27.548	18.384	12.476	9.908	11.191	12.263	17.799	18.878	19.02	18.024	17.186	15.603	16.98	16.753	17.794	17.443	18.009	16.172	16.478	18.261	18.271
CNAG_04041	4.884	3.521	2.251	4.274	7.506	8.3	9.581	11.55	10.661	9.43	6.074	7.246	8.336	8.838	8.629	6.147	7.052	6.863	7.346	6.869	7.278	7.701	8.418	7.843
CNAG_04042	8.19	6.366	4.677	7.022	5.836	5.226	6.813	10.337	8.739	6.484	6.05	5.483	5.062	5.371	5.599	7.804	5.911	6.318	5.916	5.26	5.593	6.825	6.83	6.344
CNAG_04043	320.158	15.443	1.265	1.487	1.91	2.482	2.426	3.044	5.351	4.966	6.834	6.232	6.517	5.593	6.46	8.371	7.279	8.238	8.415	6.739	8.477	8.462	8.384	8.376
CNAG_04044	24.285	104.307	57.068	45.631	47.789	66.793	70.242	69.524	55.085	45.691	39.945	39.15	38.651	36.79	38.372	35.807	31.905	29.426	28.967	30.954	31.873	32.399	30.965	31.391
CNAG_04045	38.898	76.516	64.427	73.684	76.617	94.47	117.458	123.415	97.173	95.439	100.459	100.766	104.173	103.806	107.414	104.469	100.232	96.719	93.671	101.412	104.201	105.308	100.677	98.794
CNAG_04046	100.165	85.245	152.997	164.682	109.332	75.396	71.205	59.055	59.606	75.373	99.24	96.315	73.327	77.655	75.445	86.699	84.987	91.371	92.541	87.996	86.062	79.298	81.293	86.413
CNAG_04047	6.286	9.665	4.887	6.448	4.902	6.056	4.909	7.248	6.459	5.813	5.04	4.792	4.2	4.31	4.983	4.95	4.452	4.224	4.208	4.41	4.286	4.873	4.588	4.814
CNAG_04048	158.278	136.299	165.011	153.242	142.498	141.103	152.084	138.517	132.327	146.927	156.289	180.124	160.271	181.759	161.858	135.116	140.303	136.324	140.313	148.907	145.467	144.533	136.761	128.187
CNAG_04049	4.469	20.562	10.784	17.792	22.873	30.157	30.322	29.977	26.072	22.914	17.105	16.879	17.902	17.855	17.268	16.537	14.864	16.311	14.114	15.065	15.094	14.564	15.029	16.354
CNAG_04050	131.95	128.964	244.52	258.528	222.287	222.839	258.377	326.467	254.376	277.986	297.907	293.381	241.707	256.049	268.882	311.88	245.575	242.402	237.584	239.599	243.202	224.031	259.12	240.981
CNAG_04051	12.446	19.323	29.038	25.938	25.522	33.187	34.823	36.114	28.399	25.778	26.011	26.295	25.868	28.565	26.846	25.963	20.372	20.187	22.284	23.528	22.429	22.449	22.154	20.836
CNAG_04052	24.519	185.704	71.948	17.306	29.698	51.916	71.476	58.772	32.889	26.407	22.948	27.426	30.244	35.341	35.34	26.087	18.331	17.106	19.508	25.002	26.049	27.402	26.255	21.369
CNAG_04053	9.561	32.504	10.698	13.418	13.373	21.338	20.793	19.515	15.887	10.853	9.813	8.798	10.059	10.356	9.437	11.316	10.325	9.094	8.675	8.163	9.202	9.554	8.543	8.134
CNAG_04054	649.608	693.437	1098.11	612.119	679.838	700.861	777.866	729.493	628.461	751.466	831.465	842.696	725.563	739.345	691.006	686.094	752.748	766.491	756.982	749.42	738.678	727.602	719.158	777.761
CNAG_04055	10.155	27.854	11.829	7.804	7.004	9.379	10.076	10.392	10.002	10.785	10.123	9.278	10.31	9.343	10.399	9.983	9.746	9.243	8.254	9.818	8.682	10.069	9.163	10.002
CNAG_04056	35.035	19.652	33.332	48.408	61.176	71.789	75.076	75.05	81.949	99.232	104.114	107.648	93.455	98.338	89.17	92.106	95.812	100.615	95.872	96.575	90.152	86.35	92.767	88.391
CNAG_04059	1.128	1.072	1.432	1.795	1.411	1.207	1.066	1.067	1.254	1.343	1.289	1.151	1.386	1.175	1.189	1.341	1.254	1.18	1.172	1	1.16	1.232	1.268	1.398
CNAG_04060	1.546	1.574	5.213	6.553	3.196	1.552	1.652	1.286	1.707	2.019	2.278	2.206	2.19	1.648	1.62	1.902	2.763	2.596	2.13	1.791	1.924	1.896	1.858	2.505
CNAG_04062	12.296	94.172	35.947	38.9	58.099	111.405	148.393	106.551	61.532	46.621	36.161	36.219	41.51	49.575	43.483	38.352	29.203	31.131	29.448	33.705	39.327	39.301	34.416	28.718
CNAG_04063	13.206	6.506	6.856	12.636	15.764	15.896	16.974	15.025	13.073	16.678	18.442	19.414	17.821	17.481	19.238	17.844	23.725	20.268	20.866	19.182	22.423	19.54	18.849	22.879
CNAG_04064	29.117	36.747	76.394	53.885	145.218	119.447	121.851	109.882	202.089	143.002	75.192	85.96	172.453	122.64	162.355	79.699	190.713	190.809	141.568	148.121	142.049	148.915	142.94	135.846
CNAG_04065	30.34	15.424	18.906	28.082	28.83	29.937	26.007	18.031	20.102	20.649	26.8	29.946	27.723	31.472	27.754	26.45	24.227	29.015	30.619	29.717	29.051	29.036	27.746	24.377
